pokeDexId,name,type1,type2,total,hp,attack,defense,spAtk,spDef,speed,generation,legendary,attractivity,fertility,fitness,nogoTypes,attractedTypes,nogos,imgurl,nogosTypes
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,0.66,0.82,0.76,,['Bug'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#546.png,"['Poison', 'Psychic', 'Dragon', 'Flying', 'Ghost']"
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,0.46,0.86,0.04,,"['Fighting', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#547.png,"['Bug', 'Flying', 'Fairy', 'Dragon', 'Fire']"
548,Petilil,Grass,,280,45,35,50,70,50,30,5,False,0.12,0.88,0.51,,"['Grass', 'Dark', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#548.png,"['Bug', 'Normal', 'Rock', 'Steel', 'Electric', 'Grass']"
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,False,0.59,0.41,0.89,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#549.png,"['Ice', 'Fire', 'Grass', 'Psychic', 'Fairy']"
550,Basculin,Water,,460,70,92,65,80,55,98,5,False,0.37,0.97,0.28,,"['Dragon', 'Dark', 'Flying', 'Poison', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#550.png,"['Water', 'Normal', 'Fighting', 'Electric']"
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,0.55,0.89,0.61,,"['Dragon', 'Water', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#551.png,"['Psychic', 'Bug', 'Ground', 'Rock']"
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,0.01,0.76,0.23,,"['Ice', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#552.png,"['Steel', 'Bug', 'Ice']"
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,0.57,0.8,0.66,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#553.png,"['Dark', 'Psychic', 'Flying', 'Rock']"
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,False,0.16,0.58,0.94,,"['Fire', 'Poison', 'Normal', 'Bug', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#554.png,"['Grass', 'Fairy', 'Dark', 'Ice', 'Dragon']"
555,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,False,0.78,0.05,0.4,,"['Fire', 'Dragon', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#555.png,"['Flying', 'Water', 'Ghost', 'Fighting']"
556,Maractus,Grass,,461,75,86,67,106,67,60,5,False,0.88,0.63,0.04,,"['Grass', 'Psychic', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#556.png,"['Electric', 'Dark', 'Flying', 'Grass']"
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,0.25,0.34,0.8,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#557.png,"['Normal', 'Water', 'Dragon', 'Bug']"
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,False,0.51,0.59,0.62,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#558.png,"['Bug', 'Psychic', 'Ground', 'Electric']"
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,0.21,0.25,0.55,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#559.png,"['Poison', 'Psychic', 'Fighting', 'Ground']"
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,0.14,0.8,0.23,,"['Ghost', 'Psychic', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#560.png,"['Rock', 'Ghost', 'Poison', 'Dragon', 'Grass', 'Normal']"
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,0.43,0.46,0.07,,"['Dark', 'Poison', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#561.png,"['Psychic', 'Dragon', 'Water', 'Electric', 'Dark']"
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,False,0.44,0.07,0.71,,"['Psychic', 'Dragon', 'Poison', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#562.png,"['Fairy', 'Water', 'Dark', 'Electric', 'Steel', 'Flying']"
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,False,0.79,0.88,0.17,,"['Water', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#563.png,"['Psychic', 'Dragon', 'Steel', 'Bug', 'Flying', 'Ghost']"
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,0.97,0.58,0.91,,"['Electric', 'Ice', 'Ground', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#564.png,"['Fairy', 'Normal', 'Rock', 'Electric', 'Flying']"
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,0.58,0.41,0.23,,['Fighting'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#565.png,"['Bug', 'Fire', 'Water', 'Rock', 'Fighting']"
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,0.61,0.24,0.55,,"['Rock', 'Dragon', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#566.png,"['Fire', 'Grass', 'Bug', 'Rock', 'Fairy']"
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,0.5,0.84,0.63,,"['Poison', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#567.png,"['Fighting', 'Grass', 'Ice', 'Flying', 'Fire', 'Normal']"
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,False,0.83,0.92,0.14,,"['Normal', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#568.png,"['Bug', 'Normal', 'Water', 'Electric', 'Ice', 'Fighting']"
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,False,0.55,0.31,0.12,,"['Fairy', 'Electric', 'Water', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#569.png,"['Ice', 'Ghost', 'Steel']"
570,Zorua,Dark,,330,40,65,40,80,40,65,5,False,0.96,0.87,0.41,,"['Fighting', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#570.png,"['Water', 'Normal', 'Fire', 'Dragon']"
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,False,0.73,0.31,0.23,,['Ground'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#571.png,"['Ground', 'Psychic', 'Dragon', 'Dark', 'Flying', 'Fire']"
572,Minccino,Normal,,300,55,50,40,40,40,75,5,False,0.76,0.51,0.59,,"['Fighting', 'Ice', 'Electric', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#572.png,"['Poison', 'Steel', 'Flying', 'Fighting']"
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,False,0.54,0.49,0.67,,"['Ghost', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#573.png,"['Steel', 'Poison', 'Ice']"
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,False,0.76,0.7,0.55,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#574.png,"['Normal', 'Fire', 'Rock', 'Electric']"
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False,0.3,0.91,0.3,,"['Ice', 'Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#575.png,"['Steel', 'Normal', 'Grass', 'Electric', 'Ghost', 'Flying']"
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,False,0.2,0.11,0.47,,"['Fighting', 'Water', 'Electric', 'Fire', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#576.png,"['Ice', 'Fire', 'Rock', 'Water', 'Fairy']"
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,False,0.32,0.13,0.88,,"['Fire', 'Bug', 'Dragon', 'Fighting', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#577.png,"['Fairy', 'Poison', 'Ghost', 'Steel']"
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,False,0.97,0.08,0.63,,"['Electric', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#578.png,"['Normal', 'Dark', 'Flying', 'Psychic', 'Poison', 'Dragon']"
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False,0.66,0.05,0.25,,"['Fairy', 'Rock', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#579.png,"['Normal', 'Dark', 'Fairy', 'Bug', 'Grass']"
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,0.36,0.79,0.13,,"['Grass', 'Bug', 'Ghost', 'Fighting', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#580.png,"['Bug', 'Ice', 'Fairy', 'Dark', 'Dragon', 'Water']"
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,0.37,0.15,0.75,,"['Ice', 'Steel', 'Normal', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#581.png,"['Normal', 'Ghost', 'Grass']"
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,False,0.57,0.92,0.02,,['Steel'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#582.png,"['Ground', 'Electric', 'Fire', 'Rock', 'Steel', 'Water']"
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,False,0.84,0.86,0.1,,"['Rock', 'Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#583.png,"['Grass', 'Fairy', 'Ghost', 'Psychic']"
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,False,0.29,0.96,0.87,,"['Fighting', 'Grass', 'Dark', 'Dragon', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#584.png,"['Electric', 'Psychic', 'Fairy', 'Ground', 'Rock']"
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,0.37,0.63,0.36,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#585.png,"['Ghost', 'Rock', 'Electric', 'Grass']"
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,0.75,0.01,0.47,,"['Normal', 'Fire', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#586.png,"['Ice', 'Fairy', 'Dragon']"
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,0.83,0.02,0.69,,"['Water', 'Ghost', 'Dragon', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#587.png,"['Psychic', 'Steel', 'Ground']"
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,False,0.85,0.81,0.05,,"['Rock', 'Fairy', 'Psychic', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#588.png,"['Rock', 'Fire', 'Steel', 'Ground']"
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,0.87,0.67,0.88,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#589.png,"['Dark', 'Psychic', 'Dragon', 'Electric', 'Fairy']"
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,0.72,0.45,0.05,,"['Rock', 'Psychic', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#590.png,"['Fire', 'Normal', 'Water', 'Ground', 'Bug']"
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,0.33,0.07,0.45,,"['Water', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#591.png,"['Fire', 'Water', 'Ground']"
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,0.24,0.74,0.27,,['Rock'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#592.png,"['Steel', 'Psychic', 'Fighting', 'Flying']"
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,0.78,0.45,0.84,,"['Fighting', 'Bug', 'Fire', 'Ground', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#593.png,"['Fighting', 'Ice', 'Water', 'Fairy', 'Normal']"
594,Alomomola,Water,,470,165,75,80,40,45,65,5,False,0.99,0.69,0.72,,"['Dark', 'Steel', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#594.png,"['Psychic', 'Rock', 'Fire']"
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,0.81,0.7,0.88,,"['Poison', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#595.png,"['Rock', 'Grass', 'Dragon', 'Fairy', 'Steel', 'Normal']"
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,0.23,0.59,0.49,,"['Bug', 'Dark', 'Normal', 'Steel', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#596.png,"['Water', 'Normal', 'Fairy']"
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,0.98,0.41,0.78,,"['Rock', 'Fire', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#597.png,"['Normal', 'Grass', 'Fighting', 'Ice', 'Water', 'Ground']"
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,0.93,0.98,0.93,,"['Ghost', 'Dragon', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#598.png,"['Ground', 'Dragon', 'Steel', 'Flying', 'Ice']"
599,Klink,Steel,,300,40,55,70,45,60,30,5,False,0.8,0.45,0.89,,['Ground'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#599.png,"['Dragon', 'Steel', 'Psychic', 'Dark', 'Fighting', 'Electric']"
600,Klang,Steel,,440,60,80,95,70,85,50,5,False,0.96,0.75,0.63,,['Electric'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#600.png,"['Fire', 'Fighting', 'Grass', 'Water', 'Dragon', 'Bug']"
601,Klinklang,Steel,,520,60,100,115,70,85,90,5,False,0.34,0.02,0.96,,"['Grass', 'Ground', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#601.png,"['Water', 'Electric', 'Ice', 'Fighting', 'Rock']"
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,False,0.54,0.58,0.18,,"['Dark', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#602.png,"['Fairy', 'Bug', 'Rock', 'Ice']"
603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,False,0.51,0.55,0.25,,['Dark'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#603.png,"['Electric', 'Psychic', 'Steel', 'Ghost']"
604,Eelektross,Electric,,515,85,115,80,105,80,50,5,False,0.65,0.57,0.14,,"['Electric', 'Dark', 'Water', 'Bug', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#604.png,"['Fire', 'Dragon', 'Grass', 'Normal', 'Ghost']"
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False,0.84,0.2,0.55,,['Bug'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#605.png,"['Electric', 'Ghost', 'Rock', 'Dragon', 'Ground']"
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False,0.93,0.36,0.3,,"['Normal', 'Rock', 'Grass', 'Fairy', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#606.png,"['Ghost', 'Poison', 'Fire', 'Electric', 'Ground', 'Steel']"
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,0.07,0.2,0.67,,"['Bug', 'Ghost', 'Rock', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#607.png,"['Flying', 'Normal', 'Ice', 'Bug']"
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,0.1,0.18,0.26,,"['Ghost', 'Fairy', 'Psychic', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#608.png,"['Ice', 'Fairy', 'Bug', 'Poison', 'Rock']"
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,0.03,0.08,0.26,,"['Rock', 'Fighting', 'Ground', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#609.png,"['Poison', 'Dragon', 'Steel', 'Fairy', 'Bug']"
610,Axew,Dragon,,320,46,87,60,30,40,57,5,False,0.59,0.79,0.51,,"['Fighting', 'Ground', 'Electric', 'Water', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#610.png,"['Fighting', 'Fairy', 'Water']"
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,False,0.83,0.64,0.87,,"['Dragon', 'Steel', 'Electric', 'Grass', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#611.png,"['Water', 'Dark', 'Rock', 'Poison']"
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False,0.34,0.64,0.26,,"['Ice', 'Fairy', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#612.png,"['Fighting', 'Grass', 'Dragon', 'Flying', 'Steel']"
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False,0.31,0.24,0.45,,"['Ice', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#613.png,"['Fairy', 'Flying', 'Dark', 'Fire']"
614,Beartic,Ice,,485,95,110,80,70,80,50,5,False,0.42,0.15,0.24,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#614.png,"['Water', 'Poison', 'Bug']"
615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,False,0.92,0.84,0.17,,"['Ghost', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#615.png,"['Dragon', 'Grass', 'Fighting', 'Ghost']"
616,Shelmet,Bug,,305,50,40,85,40,65,25,5,False,0.08,0.4,0.5,,"['Fighting', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#616.png,"['Grass', 'Normal', 'Electric', 'Dark', 'Fire']"
617,Accelgor,Bug,,495,80,70,40,100,60,145,5,False,0.87,0.28,0.53,,"['Poison', 'Bug', 'Steel', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#617.png,"['Dragon', 'Ghost', 'Normal']"
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False,0.77,0.93,0.81,,"['Ground', 'Electric', 'Steel', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#618.png,"['Dragon', 'Fire', 'Flying']"
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,False,0.38,0.88,0.71,,"['Dragon', 'Flying', 'Normal', 'Fairy', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#619.png,"['Psychic', 'Ground', 'Fire', 'Poison', 'Ghost', 'Grass']"
620,Mienshao,Fighting,,510,65,125,60,95,60,105,5,False,0.78,0.94,0.48,,"['Grass', 'Fire', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#620.png,"['Normal', 'Dark', 'Grass']"
621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,False,0.53,0.12,0.03,,"['Bug', 'Flying', 'Ground', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#621.png,"['Dragon', 'Ghost', 'Water', 'Rock', 'Dark', 'Ice']"
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,False,0.59,0.67,0.45,,"['Fighting', 'Electric', 'Ghost', 'Bug', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#622.png,"['Electric', 'Poison', 'Fighting', 'Ground', 'Water', 'Normal']"
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,0.57,0.03,0.18,,['Bug'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#623.png,"['Dark', 'Psychic', 'Bug', 'Dragon', 'Normal', 'Water']"
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,0.06,0.92,0.79,,"['Bug', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#624.png,"['Ghost', 'Flying', 'Ice', 'Dark', 'Grass']"
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,0.53,0.34,0.83,,"['Normal', 'Electric', 'Flying', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#625.png,"['Dark', 'Flying', 'Fighting', 'Normal']"
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,0.1,0.42,0.34,,"['Fire', 'Steel', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#626.png,"['Grass', 'Ground', 'Fairy', 'Dragon', 'Dark', 'Psychic']"
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,0.93,0.65,0.79,,"['Flying', 'Fairy', 'Bug', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#627.png,"['Fairy', 'Flying', 'Fighting', 'Dark', 'Ice']"
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,0.97,0.71,0.36,,"['Dragon', 'Ghost', 'Normal', 'Poison', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#628.png,"['Electric', 'Bug', 'Dragon', 'Ground', 'Grass', 'Rock']"
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,0.69,0.06,0.44,,"['Fairy', 'Ghost', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#629.png,"['Poison', 'Dragon', 'Flying', 'Fairy', 'Ground']"
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,0.38,0.63,0.93,,"['Ground', 'Normal', 'Steel', 'Dark', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#630.png,"['Normal', 'Bug', 'Electric', 'Dragon', 'Ground', 'Dark']"
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,0.92,0.7,0.81,,"['Bug', 'Psychic', 'Normal', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#631.png,"['Poison', 'Steel', 'Ice', 'Flying', 'Electric']"
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,0.37,0.05,0.09,,['Ghost'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#632.png,"['Rock', 'Ground', 'Dragon', 'Electric']"
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,0.35,0.83,0.11,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#633.png,"['Grass', 'Bug', 'Flying', 'Fighting', 'Ground', 'Rock']"
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,0.13,0.64,0.47,,"['Steel', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#634.png,"['Flying', 'Water', 'Fairy', 'Psychic']"
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,0.49,0.89,0.4,,['Rock'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#635.png,"['Electric', 'Fighting', 'Psychic']"
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,0.03,0.79,0.92,,"['Flying', 'Normal', 'Ghost', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#636.png,"['Fairy', 'Normal', 'Psychic', 'Poison']"
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,0.24,0.55,0.08,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#637.png,"['Steel', 'Dark', 'Grass', 'Ground', 'Ghost', 'Flying']"
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,0.41,0.87,0.58,,"['Electric', 'Water', 'Fire', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#638.png,"['Fighting', 'Fire', 'Rock']"
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,0.45,0.74,0.14,,"['Fighting', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#639.png,"['Water', 'Fairy', 'Steel']"
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,0.76,0.72,0.79,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#640.png,"['Fire', 'Psychic', 'Steel', 'Ice', 'Grass', 'Fairy']"
641,TornadusIncarnate Forme,Flying,,580,79,115,70,125,80,111,5,True,0.11,0.2,0.28,,"['Fairy', 'Fighting', 'Grass', 'Dragon', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#641.png,"['Poison', 'Ground', 'Fire', 'Ghost']"
642,ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,True,0.69,0.58,0.14,,"['Bug', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#642.png,"['Rock', 'Poison', 'Fighting', 'Grass', 'Electric', 'Steel']"
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,0.34,0.87,0.63,,"['Ground', 'Dragon', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#643.png,"['Fairy', 'Normal', 'Dark']"
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,0.33,0.69,0.76,,"['Dragon', 'Fighting', 'Psychic', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#644.png,"['Steel', 'Ghost', 'Poison']"
645,LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,True,0.34,0.65,0.45,,['Bug'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#645.png,"['Fire', 'Ghost', 'Poison']"
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,0.67,0.24,0.54,,"['Bug', 'Ghost', 'Flying', 'Fire', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#646.png,"['Fairy', 'Steel', 'Rock', 'Normal', 'Grass']"
647,KeldeoOrdinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,False,0.9,0.56,0.32,,"['Fire', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#647.png,"['Dark', 'Ghost', 'Dragon', 'Ground', 'Ice']"
648,MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,False,0.46,0.6,0.03,,"['Bug', 'Psychic', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#648.png,"['Water', 'Fire', 'Ice', 'Steel', 'Fairy']"
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,0.48,0.54,0.14,,"['Steel', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#649.png,"['Flying', 'Fire', 'Normal']"
650,Chespin,Grass,,313,56,61,65,48,45,38,6,False,0.74,0.34,0.62,,"['Grass', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#650.png,"['Electric', 'Psychic', 'Grass', 'Normal']"
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,False,1.0,0.19,0.89,,"['Steel', 'Poison', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#651.png,"['Fairy', 'Ground', 'Ice', 'Ghost']"
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,0.1,0.88,0.25,,['Fairy'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#652.png,"['Fairy', 'Psychic', 'Fighting', 'Bug', 'Ice']"
653,Fennekin,Fire,,307,40,45,40,62,60,60,6,False,0.51,0.35,0.24,,"['Fairy', 'Psychic', 'Water', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#653.png,"['Dark', 'Normal', 'Rock', 'Flying', 'Steel', 'Ice']"
